,pred
318,133591.81618896915
319,107163.89052179636
320,150981.63990762903
321,124678.724782745
322,119318.13103972892
323,162643.7818030289
324,172784.62198842893
325,135509.20696037688
326,238808.27134925296
327,267686.9954858096
328,145863.57049053072
329,144413.82759360314
330,120037.07155642087
331,184707.57280900385
332,218726.59436942928
333,108176.78500575302
334,282801.1610071959
335,176685.034353623
336,207411.3910108919
337,158445.55391576744
338,217011.99446700935
339,116882.77114002519
340,265460.99103373854
341,196355.91159337573
342,265624.25121440267
343,265863.1127225583
344,226963.38507765942
345,183745.88177334474
346,249879.22313138732
347,248345.40543462793
348,182382.2733491679
349,112801.15975184384
350,376648.05278363393
351,179875.1832872277
352,138710.3187272289
353,126577.39794377449
354,166615.29613886803
355,412331.8069462524
356,124528.94960909085
357,264513.96776168974
358,206511.61096543685
359,340999.531484316
360,188446.70696227084
361,248684.5048267165
362,118689.01374416973
363,199474.0006494791
364,178833.26791135207
365,154393.11982934372
366,154388.633321128
367,206301.21540117613
368,113992.90733769484
369,381450.56790786074
370,210240.95814783828
371,252392.9363149862
372,371663.70236613095
373,253461.1466764287
374,435448.5792866207
375,233251.5987102459
376,113477.72310441759
377,197734.89124386947
378,237085.7044073766
379,215773.1197629551
380,236188.3301820363
381,442880.0305910422
382,179960.71866924877
383,213820.3969958063
384,211506.59381518644
385,207965.6397976963
386,231738.94981170047
387,146057.5187785769
388,144271.18041965945
389,221701.71551531483
390,252341.38890082666
391,262850.13206422963
392,286504.2331492815
393,132674.40825607433
394,142020.77897559234
395,271409.7397698956
396,158195.90593970774
397,189253.7362056857
398,230013.1499010879
399,199110.4598576093
400,148485.338726025
401,158203.95749333638
402,221157.0288405203
403,216791.16830628642
404,282443.2928327104
405,179866.6544019112
406,263010.37242909975
407,191659.80288527947
408,147660.79341177657
409,181396.24491065412
410,189268.55946652193
411,192759.33606646114
412,302781.12906228873
413,202475.09243321995
414,205934.55907621945
415,115227.47116583597
416,187479.4856977604
417,265917.5701975372
418,153259.04247646255
419,160042.88676468318
420,167406.5278340061
421,222480.6996316206
422,145739.27954294914
423,440513.80439465604
424,350441.18996091804
425,343320.20380606235
426,189946.81376698017
427,173872.34140172682
428,168319.1670123621
429,162548.5111561142
430,285053.11414457957
431,341109.68036178104
432,159795.91605731082
433,293405.69717810705
434,141270.9390449889
435,146004.35683370449
436,298742.89639925683
437,158687.88244723834
438,165685.86678206868
439,291181.5932917634
440,250446.4055513531
441,138913.2358714682
442,383321.3836595169
443,316598.4738445188
444,252721.73530933206
445,146801.70227413907
446,133106.22502493087
447,138578.33746280544
448,130278.33585268407
449,144549.06231366156
450,142645.45092002477
451,169156.45357864603
452,364537.7280210589
453,141300.93163696985
454,121579.29975241728
455,208801.4636332849
456,195364.33330196445
457,145418.27223887618
458,129308.63869232769
459,180025.64141642198
460,184940.52018760188
461,160877.2406526507
462,239552.55974794255
463,306153.40408361173
464,144575.72936267543
465,270564.6057169004
466,178945.09916364177
467,283095.7838587571
468,92667.38255461123
469,201032.56700186833
470,326078.3810629581
471,303951.7465680427
472,262658.5042057156
473,213979.40687163465
474,159752.5044725131
475,293554.9050620713
476,165470.49144550494
477,154535.64005426966
478,191909.4263547055
479,151329.55726818516
480,213005.20833922367
481,150737.94376230153
482,153413.4046790687
483,271137.18740786286
484,109063.32525858274
485,191036.85650247533
486,245221.31311854324
487,224321.60486428358
488,182644.97730952592
489,226459.7742074741
490,70783.56651915141
491,132524.86717137962
492,127606.39382637816
493,146133.46712687178
494,134058.12991900038
495,289713.6995043635
496,119919.03837841169
497,175729.73291429813
498,244683.2316306903
499,115984.40705252078
500,239820.54937753908
501,238880.08776481618
502,179128.6892691752
503,214700.14831767482
504,199905.81009125107
505,334354.53399545746
506,294172.31297251483
507,182777.4524147995
508,179962.78177734354
509,221597.71995111462
510,377215.4615948442
511,235724.36751362856
512,232573.33866456852
513,288922.9600530183
514,67780.87566700966
515,273938.6794862959
516,342960.3529252679
517,228621.77458740975
518,259930.82037118264
519,243107.0061160411
520,229304.85519360367
521,273465.3378824178
522,270903.3650038809
523,148946.08020910333
524,166204.29916713125
525,288401.7115755102
526,225641.26870132785
527,280310.68896012875
528,230129.1350077017
529,169216.9035590446
530,260307.88964171722
531,315191.8033665625
532,163632.77783356723
533,373576.9864902448
534,171808.62175680752
535,86971.41513693288
536,227050.03021165426
537,187448.88863842058
538,160897.09147858643
539,146766.916011386
540,128856.02735268846
541,192692.80105222564
542,212225.7181848942
543,175983.07847645498
544,173774.47207897707
545,110390.87041754613
546,127860.67593982782
547,264182.03272160277
548,183349.5428629552
549,168443.69927419964
550,267353.266902964
551,184229.51852218318
552,147509.75884175868
553,138100.48111629215
554,171645.2142129896
555,119660.56307322679
556,143181.29288741085
557,185733.24365234585
558,215672.01491030175
559,83949.87420100142
560,391945.5919420934
561,142409.14935927364
562,285448.0920013101
563,132877.2709012343
564,151892.09250967775
565,277989.14518882905
566,408318.5490630221
567,158414.6621918114
568,136108.0930037276
569,207946.55017849655
570,438408.1173432775
571,150828.34578252095
572,108787.6031995074
573,208571.0169281128
574,250463.2084429096
575,430761.0376758914
576,189537.48513227448
577,312875.9573422258
578,172112.51225148927
579,136000.19528141397
580,302227.0544947099
581,226144.85315498456
582,474557.85637396673
583,331165.16846433736
584,336416.7453116718
585,261950.95083788646
586,179973.64157504885
587,512781.3322576633
588,173230.56127622523
589,324808.5370802894
590,230253.83737953956
591,152097.43725538196
592,212120.8922697119
593,299231.4285874923
594,308525.6731056107
595,186781.96563261756
596,192829.60626645197
597,256335.56501266215
598,129800.8652427776
599,268326.8577907042
600,175349.51724747007
601,165301.96001346063
602,164418.18393502003
603,228573.62570632182
604,226676.33015392884
605,204991.67493476532
606,189190.95831973842
607,185157.21691852147
608,195181.0466217405
609,155279.71513684528
610,213897.37794123494
611,205827.77853781873
612,157071.73930474708
613,325917.1498996579
614,467777.9459477052
615,176366.11199576035
616,195711.63105487102
617,232722.8454473396
618,159347.0897274387
619,122141.62161899866
620,308001.48729032144
621,205026.1640545228
622,203756.6249784282
623,217165.73761852217
624,236886.1258780214
625,155556.2406324921
626,160606.87235476362
627,215974.81627885083
628,259732.23238951058
629,164442.28326376269
630,262743.24660886725
631,154285.46611633783
632,263433.5290043105
633,205313.64855405086
634,180978.14053644144
635,207791.63611781746
636,126924.25770166675
637,286009.40216899465
638,187198.16379279926
639,318794.7734632985
640,185504.78842998366
641,174232.11331281994
642,153546.50369020915
643,200468.57373439067
644,492938.6757009163
645,206004.22189497665
646,329951.380932932
647,158421.056135917
648,332903.7132822474
649,289880.4083426531
650,226946.8077872372
651,238717.8883852995
652,210736.21034403026
653,193151.85610708114
654,395830.5491459423
655,241764.20666848458
656,145405.42850098282
657,234373.4077905552
658,291924.3360440629
659,364468.0929538156
660,218955.84302380652
661,282053.45666189113
662,293352.8451883303
663,168703.90682232776
664,131057.11405481905
665,128967.43364019487
666,159092.15431968682
667,176616.95342051907
668,258316.73826539228
669,85153.99895831905
670,126110.44301306637
671,417554.87508297706
672,246338.91870962683
673,252250.57636478808
674,131913.66831088098
675,289356.14081695484
676,297246.8955768519
677,151318.6285641443
678,81971.40997928433
679,288309.16104076564
680,232225.00581422786
681,177884.2206263057
682,162517.06747122598
683,240946.4980180474
684,284184.0091912223
685,282451.3870625906
686,193444.85344802006
687,262188.4239582096
688,233731.58455379627
689,145769.58073144488
690,222276.46103877405
691,202631.7034699389
692,151818.78883432294
693,292844.47025596234
694,188060.33165673766
695,151911.31806968022
696,225734.1549400126
697,152349.8587362387
698,141911.2737018628
699,115389.80057306058
700,203008.22980719685
701,206151.65331672656
702,205345.17808975856
703,514717.893531964
704,215555.8774438053
705,307749.05583183595
706,246452.81317915532
707,207431.90846357934
708,298862.4536666957
709,127466.52973071045
710,457819.81857067277
711,230662.74055481981
712,146460.5336115383
713,259293.32511795274
714,112982.8903138524
715,468669.6721845781
716,357731.5182407208
717,162591.04754854777
718,141881.9533178062
719,245309.5091740919
720,415743.7610949166
721,147047.30929300818
722,153997.34622071442
723,335894.2684538567
724,144579.1879924606
725,180239.54413980778
726,120025.42917720063
727,293414.12094508926
728,467711.68723472906
729,146878.23105258698
730,166092.91554658068
731,124671.57657105644
732,204681.9976760057
733,205337.6604681968
734,248883.7466418561
735,164018.32795181614
736,179519.065452475
737,150215.1644352701
738,496766.8665214082
739,145337.2899360241
740,150249.92368055033
741,244217.71481393557
742,124334.87830019662
743,125168.97836938644
744,233088.09103003255
745,128658.68347688178
746,168435.32984928077
747,219297.83215350815
748,118176.8183398577
749,148233.39590264318
750,126905.48700512998
751,305274.8789689823
752,190742.68204625798
753,135378.41722101707
754,257485.14441032018
755,199695.1149493866
756,265050.58783584996
757,128079.18799132055
758,147609.6402322106
759,227135.99107675947
760,336360.70991001534
761,299864.9123096412
762,133956.23291991826
763,151526.77654900728
764,280172.4867400017
765,156226.5743181833
766,185516.33781991844
767,228829.86499256454
768,195785.8487371786
769,263341.83214167267
770,386321.3405971692
771,364443.6253668996
772,154328.25298745628
773,178522.78319817368
774,352881.452575318
775,153119.30543889175
776,357858.764238952
777,483605.15695496043
778,164934.14507140085
779,164366.995254472
780,159914.85018543975
781,140248.39771920262
782,245204.00141923552
783,209084.33354127075
784,147882.768878554
785,228870.0308478238
786,183554.62662452663
787,260127.26495649118
788,316407.1797959803
789,153242.12004146722
790,173198.94887137448
791,231897.295374216
792,117102.15810332578
793,150254.42027946992
794,155562.25598845875
795,197762.75668943767
796,173321.08092380126
797,462393.63444476813
798,198910.40611759192
799,174363.1415997329
800,160993.67363969234
801,125798.90785732746
802,327460.33294879104
803,269781.8046025445
804,167819.48443159316
805,177837.08550368657
806,180982.82412670858
807,136617.91834085863
808,155917.75026428676
809,167162.43599757503
810,195971.2847111568
811,280639.80354894133
812,112443.9986461823
813,214329.7978803822
814,250669.16486833605
815,180744.4925635174
816,334701.8030005122
817,185580.32554141848
818,176412.1668895712
819,220631.89646542713
820,362588.33620119723
821,206749.7515165323
822,122312.52870366082
823,169082.03335746334
824,122306.70864234015
825,333456.05146521115
826,195313.0543170849
827,70693.09737872328
828,198649.51087532766
829,177027.13575442863
830,138033.42381328534
831,167054.19166021704
832,322703.06904475443
833,217402.27572679843
834,154770.08011986982
835,136034.63833994645
836,137996.5897646362
837,156702.84812686028
838,490933.6959147347
839,151246.1637921578
840,189695.27143263107
841,298198.21559377556
842,284164.811840627
843,171542.29842018287
844,384357.82903134875
845,125741.87399442715
846,140715.28614673018
847,69191.92834151468
848,137061.06451177454
849,255153.7208185262
850,305355.83331762586
851,192098.91191159538
852,245536.59882510512
853,214278.68413696947
854,220876.7530614545
855,164691.05397018362
856,226300.75093374655
857,146957.71575554146
858,122171.72988322665
859,138368.58991271548
860,470897.4040363445
861,228132.42128857478
862,198744.324027483
863,174511.69184673022
864,150163.67285933217
865,176708.4755944771
866,284760.5942484805
867,183291.8046299798
868,262780.51633728907
869,214541.82397205356
870,265584.6786974592
871,167353.5760497545
872,226622.57471800185
873,227632.61260817133
874,158336.37302689147
875,247421.77406202938
876,169694.42298009316
877,243576.06532838504
878,179894.27387712355
879,227634.8652739812
880,198923.96193827366
881,217044.2112779189
882,211228.0023482943
883,270293.93805924134
884,226905.2413685408
885,280762.21758972824
886,140217.94854015677
887,237386.40700899996
888,233118.51055597625
889,133909.490527366
890,172533.2794397777
891,255543.59779027646
892,267940.21082865854
893,193967.68856396765
894,153040.43260963899
895,303359.07908092084
896,114381.54249907259
897,162271.33457345827
898,181409.12437986353
899,328590.83247010614
900,218267.611757794
901,166187.72097353637
902,116481.01559107848
903,154370.79842297547
904,229392.71658247313
905,489636.28245189274
906,281747.72506553546
907,233624.53473879848
908,197182.3735975084
909,271687.71380693075
910,194664.46978677355
911,221758.0287821071
912,406660.65132221335
913,125469.12522088378
914,194335.8753002503
915,206598.49849581395
916,230879.07536364213
917,274183.28581053286
918,143152.4531466844
919,214765.75047962344
920,178993.76179526356
921,204793.1612684733
922,244070.44829745762
923,113642.17671336954
924,253069.25317281924
925,203169.73010808774
926,312826.0233560322
927,225647.24293790574
928,400136.3535844149
929,443382.86681536876
930,191092.75893464396
931,282324.07287471346
932,192225.98912275
933,149315.84980207492
934,221151.4959669444
935,221044.77394963545
936,231774.37973178914
937,224355.23888273595
938,178579.5644790128
939,89544.12502223552
940,173949.25484254846
941,292948.37530437997
942,202627.1578852436
943,150798.10117932232
944,336884.27416369243
945,165130.75023041706
946,323982.7641207691
947,232095.9506143286
948,87780.33592627227
949,145640.9574402523
950,201677.68087129892
951,171562.31464692077
952,319623.15397946705
953,184978.4485636061
954,115305.54747589376
955,191385.36986103604
956,381819.4891931937
957,280577.83690863027
958,124763.09036511846
959,257774.77696697752
960,285947.0485121848
961,353465.3358159731
962,163790.29567336687
963,391741.304599829
964,248912.4845637033
965,159420.9965862653
966,214877.28031189597
967,132683.0273549899
968,252616.57114098396
969,279713.8409312846
970,195656.0572359148
971,174070.64749850667
972,200020.748255702
973,169076.5483639102
974,180702.31235105128
975,267325.7781376054
976,209190.40337175448
977,151944.03284459436
978,345005.8279046074
979,170321.47546874583
980,120722.21093700458
981,302590.33333940356
982,172136.232874364
983,238784.68226469774
984,284136.0910183277
985,179179.59467749431
986,119834.443672852
987,248984.1414900703
988,137186.79613007957
989,161016.823720304
990,292623.54028085945
991,245533.65295626468
992,282642.3345980577
993,241084.1396211218
994,424307.2288216688
995,407089.1514490626
996,123608.06316868323
997,161591.71871714026
998,194359.04011066086
999,218427.79704968102
1000,260940.72115724158
1001,111681.0310653115
1002,149544.8316864103
1003,178700.88569661192
1004,422228.442518632
1005,124358.685364794
1006,296919.7695359719
1007,305403.93695768487
1008,205377.0391918144
1009,210909.49985864336
1010,452676.7075773344
1011,265760.6674994497
1012,244721.67923517182
1013,199543.79653490352
1014,111052.40374414978
1015,286025.78775821335
1016,217837.84861357172
1017,415830.06531115144
1018,330432.3774998657
1019,297086.2674783928
1020,262789.978833767
1021,206398.50228413378
1022,291044.5948388872
1023,88723.27842200582
1024,372781.43084706017
1025,181560.38533505556
1026,152615.28639063486
1027,315252.75481082057
1028,207950.2043310903
1029,139816.132897471
1030,119542.13005009302
1031,221450.57901839438
1032,219219.55794527006
1033,258567.68076977064
1034,126374.69420727708
1035,268389.47714669246
1036,214784.96785095616
1037,178287.8898065345
1038,269316.5037689488
1039,422768.36750484526
1040,374766.0690294253
1041,216135.13170196972
1042,184585.19825020485
1043,192133.2187270386
1044,268952.2535097066
1045,223193.67779027123
1046,203303.92622133167
1047,176831.14802237457
1048,202514.17391226432
1049,237031.05609358652
1050,266965.7740600996
1051,166319.17364767016
1052,175887.32941324514
1053,162156.58597451134
1054,138354.83133737766
1055,205077.94753655003
1056,123889.00622455703
1057,216261.89336690528
1058,185939.07269835647
1059,172327.22524698096
1060,211430.7897544483
1061,144281.24900726305
1062,235207.58516964753
1063,160805.6833180641
1064,350610.66011000006
1065,176144.0756331295
1066,182079.94214925793
1067,192120.87865491997
1068,273575.75765720644
1069,351453.8635306384
1070,165941.789997972
1071,90054.59853858913
1072,238869.99501113396
1073,183058.15379664925
1074,348517.2062244024
1075,398096.91971804673
1076,174252.88778898507
1077,301919.19011281227
1078,153520.28014684847
1079,199282.5790698723
1080,158976.96185118528
1081,284549.13084551203
1082,181283.82787162784
1083,150472.02863782382
1084,158973.23155377165
1085,293471.92063930066
1086,121505.2880524254
1087,377742.0571579167
1088,264442.61800668546
1089,73029.74926019162
1090,136812.6071973253
1091,217912.21436943495
1092,207296.23427873958
1093,244938.5908099751
1094,231828.54566507466
1095,311757.5253329134
1096,125066.91207477431
1097,284096.1202341863
1098,446585.52320244943
1099,250964.01199066621
1100,123096.92579980893
1101,112962.0193478702
1102,149688.93474314045
1103,257618.66631036214
1104,190543.9972442156
1105,301107.0889681097
1106,161745.49432458272
1107,212121.24900759113
1108,196195.06141016423
1109,183055.729554776
1110,215775.1701203124
1111,82952.4516393279
1112,343868.2622457178
1113,108598.06120539505
1114,425763.20650259807
1115,223284.51795921192
1116,266941.66398649034
1117,245933.1657530272
1118,333859.0470001662
1119,356159.49071650364
1120,315505.45546691335
1121,284460.44062714867
1122,179951.05086427767
1123,286183.82325356326
1124,180020.85772901363
1125,173250.67116919096
1126,136861.71030135965
1127,128909.68714851575
1128,308435.91487193113
1129,309735.88149987935
1130,172467.26663866863
1131,125569.98506993406
1132,190212.93075433932
1133,134284.23632767767
1134,194670.84396421857
1135,145161.2676241565
1136,207025.45310627136
1137,291709.9852511008
1138,242527.87115172492
1139,159401.2972699952
1140,130858.37099939659
1141,246835.40188158103
1142,229726.26358542516
1143,175835.1164570278
1144,117481.50392363827
1145,168705.72481571246
1146,199686.58312392345
1147,206872.6718158403
1148,307392.63085946266
1149,200893.43351371057
1150,202213.5656913713
1151,172564.54553433217
1152,143338.1852040476
1153,386185.07309458347
1154,161320.12843297468
1155,174670.0541344902
1156,64798.37862804952
1157,345903.0061973197
1158,314687.6073736191
1159,188740.60970766665
1160,147264.03005837876
1161,269726.5679106682
1162,195333.7258941394
1163,346928.4410459493
1164,238181.84291035053
1165,155740.31950996115
1166,190277.51333766992
1167,192730.66745333717
1168,263726.76865589607
1169,407424.46365596406
1170,198078.3760690741
1171,214947.9699752842
1172,277527.8972317388
1173,206073.3288526566
1174,223654.1337401136
1175,285644.2052913339
1176,269743.1577489052
1177,87237.15784802375
1178,299247.3847325383
1179,199582.543909769
1180,214930.03891896905
1181,191313.42892682477
1182,310423.9622449506
1183,112227.6985930461
1184,251465.7235173124
1185,153399.6634202105
1186,242947.54997528676
1187,296281.57473051315
1188,242947.54997528676
1189,158719.0521363222
1190,265946.6852578186
1191,306058.328632517
1192,243879.6060426038
1193,180757.04235726732
1194,127881.0515958699
1195,182583.24594075663
1196,172376.3090966341
1197,126651.1429991844
1198,271427.7964995081
1199,165759.52804175095
1200,115311.31422942736
1201,435175.7613505187
1202,176689.02934695125
1203,219581.55706218682
1204,291601.9936303025
1205,161146.2635192989
1206,216693.4769319724
1207,180579.3086521085
1208,195836.23368818685
1209,212926.29042736345
1210,183933.7568647249
1211,131004.99637515545
1212,162581.1210268258
1213,282350.931338248
1214,168917.9469411118
1215,161933.1614041202
1216,138881.60129670688
1217,125500.43822815316
1218,244316.4912472365
1219,200397.80390917195
1220,151859.74793875832
1221,273388.7113714324
1222,165937.9735284632
1223,175001.38819822093
1224,122781.1488487477
1225,160284.7222312887
1226,289415.7196287911
1227,222242.8012177515
1228,231414.79298967292
1229,201092.27984139152
1230,260806.94099630567
1231,282566.42934978695
1232,216747.77247785262
1233,135764.2432568186
1234,366379.2693712249
1235,172401.0183267659
1236,190747.21714056123
1237,178617.22390210687
1238,138633.27556534746
1239,150822.37950130447
1240,334983.0737840835
1241,124116.98055492873
1242,199410.61113541547
1243,259860.76655088965
1244,172245.7316498343
1245,292854.0886818714
1246,171724.2484892623
1247,170537.97770205713
1248,139383.95561241082
1249,402209.0897695178
1250,332565.18074140407
1251,220564.45724795116
1252,160229.267632484
1253,383625.7927714542
1254,128762.79939285952
1255,291684.1269155198
1256,144186.75625331717
1257,198593.3541069565
1258,133625.15998647243
1259,218914.13025748322
1260,141123.18176018933
1261,144771.92657368476
1262,283432.87666135473
1263,226905.99667642522
1264,231560.78266946855
1265,122697.989939062
1266,235147.6658286891
1267,406244.6320140057
1268,255580.6997831823
1269,326699.09543237864
1270,135066.34456770486
1271,112496.94702018372
1272,243897.26147371627
1273,187678.11148674708
1274,180297.87592198045
1275,231825.4275400542
1276,182121.5321890193
1277,195124.09713944962
1278,227903.0809566215
1279,325725.7486583115
1280,246537.10049242197
1281,136372.23550857962
1282,287739.49783503707
1283,113491.69566989961
1284,179448.78270054355
1285,223684.76732028936
1286,119408.60829657142
1287,177495.32272692665
1288,153836.012003719
1289,219728.03257072825
1290,222597.39899812677
1291,128409.14664723552
1292,126981.95676238039
1293,178050.3392917366
1294,137460.70108400003
1295,300854.45486348553
1296,286862.7586923508
1297,194717.26113261443
1298,165058.79509994347
1299,210254.10326701953
1300,349051.8522185456
1301,369642.98440676904
1302,213007.9721749072
1303,137283.40014875022
1304,265207.8312709033
1305,300831.5359962887
1306,173859.13463041635
1307,84032.84654528915
1308,127987.71133401855
1309,451570.4040198557
1310,176793.89621286548
1311,273339.49879882194
1312,216092.74686235155
1313,469171.7696306741
1314,155219.7906589038
1315,122767.15188612061
1316,323359.0462882182
1317,257951.71527294646
1318,342036.10420904704
1319,198648.0802955183
1320,121056.01415600853
1321,145529.98522379657
1322,145770.3829287297
1323,258158.31718813747
1324,270336.6739778925
1325,151148.86284727647
1326,159115.47264859144
1327,374350.96162727696
1328,287015.9614604041
1329,145908.06287848833
1330,284568.5801992542
1331,204598.7272706981
1332,183666.95336036306
1333,143606.36961690785
1334,201113.46121227986
1335,166855.55783294752
1336,222544.69254934374
1337,158325.03360387788
1338,128767.01499155631
1339,276855.4861623256
1340,416550.08309425006
1341,182374.4572864092
1342,335704.2299678799
1343,204354.73734609093
1344,289548.8958035447
1345,117267.5539284211
1346,159141.15930208864
1347,124888.28605907105
1348,146139.94178561206
1349,126997.7063205332
1350,267583.9525579496
1351,273516.6216537792
1352,285645.37532971834
1353,142502.6222657943
1354,320709.88535526546
1355,190430.38775596302
1356,251977.54938073308
1357,495569.4863860126
1358,339886.19319412747
1359,196166.24381507732
1360,294195.06710554496
1361,129371.41376359027
1362,178502.55882974342
1363,267897.1651016033
1364,188077.0682221199
1365,113339.55650276795
1366,126583.96680739039
